Q6GZX4 001R_FRG3G
Q91FF6 368R_IIV6
D7UER1 36DKM_PSEPU
Q91FF1 373L_IIV6
Q91FF0 374R_IIV6
Q91FE9 375R_IIV6
Q91FE0 384L_IIV6
Q91FD9 385L_IIV6
Q91FD6 388R_IIV6
Q91FD5 389L_IIV6
P24745 38K_NPVAC
A7B3K3 3AHDP_RUMGV
C8WMP0 3AHD_EGGLE
Q39371 3AP1_BRAOL
Q9ZWB4 3AT1_ARATH
Q9LR73 3AT2_ARATH
Q9MBC1 3AT_PERFR
C8WJW0 3BHD1_EGGLE
C8WGQ3 3BHD2_EGGLE
A7AZH2 3BHDP_RUMGV
P19871 3BHD_COMTE
P14060 3BHS1_HUMAN
P27365 3BHS1_MACMU
Q60555 3BHS1_MESAU
P24815 3BHS1_MOUSE
P22071 3BHS1_RAT
P26439 3BHS2_HUMAN
Q64421 3BHS2_MESAU
P26149 3BHS2_MOUSE
P22072 3BHS2_RAT
O35296 3BHS3_MESAU
P26150 3BHS3_MOUSE
Q61767 3BHS4_MOUSE
Q62878 3BHS4_RAT
Q61694 3BHS5_MOUSE
P27364 3BHS5_RAT
O35469 3BHS6_MOUSE
Q9H2F3 3BHS7_HUMAN
Q9EQC1 3BHS7_MOUSE
O35048 3BHS7_RAT
P33794 3BHST_VAR67
P14893 3BHS_BOVIN
Q5IFP1 3BHS_CANLF
Q67477 3BHS_FOWPN
O46516 3BHS_HORSE
P9WQP6 3BHS_MYCTO
P9WQP7 3BHS_MYCTU
Q9N119 3BHS_PIG
O57245 3BHS_VACCA
P21097 3BHS_VACCC
P26670 3BHS_VACCW
Q89187 3BHS_VAR67
Q9Y3L3 3BP1_HUMAN
P55194 3BP1_MOUSE
D3ZFJ3 3BP1_RAT
P78314 3BP2_HUMAN
Q06649 3BP2_MOUSE
Q9V785 3BP5H_DROME
Q0V8K7 3BP5L_BOVIN
Q7L8J4 3BP5L_HUMAN
Q99LH9 3BP5L_MOUSE
Q5R9X9 3BP5L_PONAB
Q5U584 3BP5L_XENLA
A4IH82 3BP5L_XENTR
O60239 3BP5_HUMAN
Q9Z131 3BP5_MOUSE
Q91Y80 3BP5_RAT
Q84SM8 3CAR1_PICAB
C7ASI9 3CAR1_PICGL
F1CKI6 3CAR1_PICSI
F1CKI8 3CAR2_PICSI
F1CKI9 3CAR3_PICSI
P37046 3CP1_STRS9
P85078 3CP2_STRSQ
B0XQT1 3DHQ1_ASPFC
B8NIM4 3DHQ1_ASPFN
Q6MYX3 3DHQ1_ASPFU
Q0D131 3DHQ1_ASPTN
C7ZKL6 3DHQ1_NECH7
A1D2R0 3DHQ1_NEOFI
B0XZU3 3DHQ2_ASPFC
B8NXI4 3DHQ2_ASPFN
Q4WZ01 3DHQ2_ASPFU
P0CI63 3DHQ2_ASPTN
C7Z622 3DHQ2_NECH7
A1D5T7 3DHQ2_NEOFI
Q59087 3DHQ_ACIAD
A1CPW7 3DHQ_ASPCL
Q2U2Z2 3DHQ_ASPOR
A6S694 3DHQ_BOTFB
Q59Z17 3DHQ_CANAL
B9WC12 3DHQ_CANDC
C5M799 3DHQ_CANTT
C4YCH0 3DHQ_CLAL4
Q6BKA3 3DHQ_DEBHA
P05147 3DHQ_EMENI
A4QYU7 3DHQ_MAGO7
Q58HK4 3DHQ_NEUAF
P05195 3DHQ_NEUCR
B6H4C6 3DHQ_PENRW
Q0U9X3 3DHQ_PHANO
A5DAY6 3DHQ_PICGU
A3LYE4 3DHQ_PICST
Q86ZM3 3DHQ_PODAN
B2WGR9 3DHQ_PYRTR
A7F996 3DHQ_SCLS1
D1ZR99 3DHQ_SORMK
B6Q3C6 3DHQ_TALMQ
P0CI61 3DHQ_TALSN
Q4PIL0 3DHQ_USTMA
C9SU87 3DHQ_VERA1
P13475 3F_DICDI
A1C408 3HAO1_ASPCL
B0Y9Z9 3HAO1_ASPFC
Q4WCF1 3HAO1_ASPFU
Q2UHT9 3HAO1_ASPOR
A1C874 3HAO2_ASPCL
B0XVP0 3HAO2_ASPFC
Q4WZC3 3HAO2_ASPFU
Q2UB88 3HAO2_ASPOR
Q75CP6 3HAO_ASHGO
A2R8S7 3HAO_ASPNC
Q0D1U6 3HAO_ASPTN
A0RD64 3HAO_BACAH
Q739J0 3HAO_BACC1
C1ERL1 3HAO_BACC3
Q0VCA8 3HAO_BOVIN
B4EFS7 3HAO_BURCJ
Q39LI1 3HAO_BURL3
Q60W34 3HAO_CAEBR
Q19341 3HAO_CAEEL
Q59K86 3HAO_CANAL
Q2HD63 3HAO_CHAGB
Q1E5I0 3HAO_COCIM
P0CL87 3HAO_CRYNB
P0CL86 3HAO_CRYNJ
Q1LCS4 3HAO_CUPMC
Q46PT7 3HAO_CUPPJ
Q5U3F8 3HAO_DANRE
Q54S02 3HAO_DICDI
P46952 3HAO_HUMAN
Q28SE8 3HAO_JANSC
A5E0Z9 3HAO_LODEL
A4REV8 3HAO_MAGO7
Q78JT3 3HAO_MOUSE
A7RIT9 3HAO_NEMVE
A1DB76 3HAO_NEOFI
Q7SDX3 3HAO_NEUCR
A6X798 3HAO_OCHA4
B2T2S5 3HAO_PARPJ
A5DLW3 3HAO_PICGU
A3LP72 3HAO_PICST
B2AAJ5 3HAO_PODAN
Q83V26 3HAO_PSEFL
P46953 3HAO_RAT
Q5LSJ4 3HAO_RUEPO
B1KJM7 3HAO_SHEWM
Q4P2Q7 3HAO_USTMA
Q8PM31 3HAO_XANAC
Q3BV37 3HAO_XANC5
Q4UT95 3HAO_XANC8
B0RUZ7 3HAO_XANCB
Q8PAD0 3HAO_XANCP
Q2P320 3HAO_XANOM
Q5H043 3HAO_XANOR
Q6P7I0 3HAO_XENLA
Q6DIZ0 3HAO_XENTR
Q6CFX1 3HAO_YARLI
P47096 3HAO_YEAST
Q46ZL2 3HAPM_CUPPJ
Q9AJS8 3HBCL_THAAR
Q9F131 3HBH1_PSEAC
Q0QFQ1 3HBH2_PSEAC
Q8NLB6 3HBH_CORGL
Q5EXK1 3HBH_KLEOX
Q3S4B7 3HBH_POLNA
A9CH01 3HD4E_AGRFC
Q9SZE1 3HID1_ARATH
Q9C991 3HID2_ARATH
Q949M8 3HID3_ARATH
Q9SUC0 3HIDH_ARATH
Q2HJD7 3HIDH_BOVIN
Q9XTI0 3HIDH_CAEEL
Q54CX6 3HIDH_DICDI
Q9V8M5 3HIDH_DROME
P31937 3HIDH_HUMAN
P86199 3HIDH_MESAU
Q99L13 3HIDH_MOUSE
Q5R5E7 3HIDH_PONAB
P32185 3HIDH_RABIT
P29266 3HIDH_RAT
A9AKG8 3HYPE_BURM1
F8J2B3 3L213_DRYCN
Q53B54 3L217_OPHHA
P60615 3L21A_BUNMU
P60616 3L21V_BUNMU
P01385 3L21_ACAAN
P25670 3L21_ASPSC
B2BRQ5 3L21_AUSLA
A8S6A8 3L21_AUSSU
A1IVR8 3L21_BUNCA
A6MFK4 3L21_DEMVE
P01393 3L21_DENJA
P01396 3L21_DENPO
P01394 3L21_DENVI
Q8UW29 3L21_HYDHA
P01380 3L21_HYDST
P0C8R6 3L21_LATCO
P01379 3L21_LATSE
P01389 3L21_NAJAC
P25674 3L21_NAJHH
P01391 3L21_NAJKA
P01383 3L21_NAJME
P25668 3L21_NAJNA
P01390 3L21_NAJNI
P01382 3L21_NAJOX
P01384 3L21_NOTSC
P01387 3L21_OPHHA
A8HDK7 3L21_OXYMI
A8HDK9 3L21_OXYSC
A8HDK6 3L21_PSETE
A8HDK4 3L21_TROCA
F8J2F2 3L220_DRYCN
P34074 3L221_NAJAN
Q2VBP5 3L222_OPHHA
Q2VBP4 3L228_OPHHA
B2BRQ6 3L22A_AUSLA
C5ILC5 3L22A_OPHHA
P0DKW9 3L22E_ACAAN
A8N285 3L22H_OPHHA
A8S6B0 3L22_AUSSU
A1IVR9 3L22_BUNCA
A6MFK5 3L22_DEMVE
P01397 3L22_DENPO
P01395 3L22_DENVI
A3FM53 3L22_HYDHA
P01381 3L22_HYDST
P01388 3L22_NAJME
P25669 3L22_NAJNA
P01386 3L22_OPHHA
A8HDK8 3L22_OXYMI
F8J2E6 3L231_DRYCN
Q53B55 3L231_OPHHA
Q53B53 3L234_OPHHA
Q53B59 3L237_OPHHA
Q2VBP3 3L23X_OPHHA
A1IVR7 3L23_BUNCA
P25667 3L23_DENPO
Q8UW28 3L23_HYDHA
P25671 3L23_NAJNA
P07526 3L23_OPHHA
F8J2D7 3L243_DRYCN
F8J2E5 3L246_DRYCN
C0HJD7 3L24_DENPO
P25672 3L24_NAJNA
P80156 3L24_OPHHA
Q53B58 3L255_OPHHA
Q53B57 3L256_OPHHA
Q53B56 3L257_OPHHA
P25673 3L25_NAJNA
P80965 3L25_OPHHA
P82662 3L26_OPHHA
F8J2E1 3L273_DRYCN
F8J2E2 3L277_DRYCN
O42257 3L27_NAJSP
P86522 3L2A2_ACAAN
Q7T3J2 3L2A_BUNCA
D2N116 3L2A_BUNCE
P0C8R7 3L2A_LATCO
P0C8R8 3L2B_LATCO
P13495 3L2B_PSETE
P34073 3L2D_ACAAN
P14612 3L2H_PSEAU
Q7T2I3 3L2L_LATLA
P0CJ35 3L2L_OXYSC
P85140 3L2N3_BUNCA
A7X4Q3 3L2O1_OXYMI
A7X4R0 3L2O2_OXYMI
Q9W7J5 3L2P_PSETE
Q2VBP8 3L2X1_OPHHA
Q2VBP6 3L2X8_OPHHA
P15816 3LK2_BUNMU
P15817 3LK3_BUNMU
O12961 3LK4_BUNMU
O12962 3LK5_BUNMU
Q9W729 3LK6_BUNMU
Q8AY56 3LKA_BUNCA
Q8AY55 3LKB_BUNCA
P01398 3LKB_BUNMU
P15815 3LKF_BUNFL
Q8GSN8 3MAT_DAHPI
Q9I0N5 3MDO_PSEAE
P05100 3MG1_ECOLI
P04395 3MG2_ECOLI
P37878 3MGA_BACSU
P44321 3MGA_HAEIN
Q9Y9P1 3MGH_AERPE
Q8UAN8 3MGH_AGRFC
A8MF35 3MGH_ALKOO
B8JBU6 3MGH_ANAD2
Q2IHD7 3MGH_ANADE
A7HIL2 3MGH_ANADF
B4UIZ5 3MGH_ANASK
C3P1N9 3MGH_BACAA
C3LE50 3MGH_BACAC
A0RAB9 3MGH_BACAH
Q81UJ9 3MGH_BACAN
B7JSE3 3MGH_BACC0
Q73CV5 3MGH_BACC1
B7IJ32 3MGH_BACC2
C1EZP2 3MGH_BACC3
B7HEV9 3MGH_BACC4
B7HXM9 3MGH_BACC7
A7GLP0 3MGH_BACCN
B9IRB4 3MGH_BACCQ
Q81HD0 3MGH_BACCR
Q63FD4 3MGH_BACCZ
Q6HMV4 3MGH_BACHK
Q65DF9 3MGH_BACLD
A9VGI8 3MGH_BACMK
Q5WGN4 3MGH_BACSK
P94378 3MGH_BACSU
A7ZA84 3MGH_BACVZ
Q6MGX6 3MGH_BDEBA
Q0SN86 3MGH_BORAP
Q661J6 3MGH_BORBP
O51383 3MGH_BORBU
B7J1Z1 3MGH_BORBZ
Q89LR7 3MGH_BRADU
Q1BTJ3 3MGH_BURCA
B1JYM2 3MGH_BURCC
A0KAJ8 3MGH_BURCH
Q39CW7 3MGH_BURL3
Q3ABT8 3MGH_CARHZ
Q11IE7 3MGH_CHESB
Q5L6N0 3MGH_CHLAB
Q3APM2 3MGH_CHLCH
Q824B4 3MGH_CHLCV
Q253J9 3MGH_CHLFF
B3QKY6 3MGH_CHLP8
B3EN08 3MGH_CHLPB
A1BI83 3MGH_CHLPD
A4SD50 3MGH_CHLPM
Q9Z847 3MGH_CHLPN
Q8KBD5 3MGH_CHLTE
Q97EY6 3MGH_CLOAB
A7FTE3 3MGH_CLOB1
C3KTV2 3MGH_CLOB6
A6LPI2 3MGH_CLOB8
B2UXQ2 3MGH_CLOBA
B2THZ1 3MGH_CLOBB
A5I1A3 3MGH_CLOBH
C1FKZ0 3MGH_CLOBJ
B1IJE7 3MGH_CLOBK
A7GCV4 3MGH_CLOBL
B1KZY0 3MGH_CLOBM
Q18C13 3MGH_CLOD6
A0PZK9 3MGH_CLONN
Q0TM75 3MGH_CLOP1
Q8XHA9 3MGH_CLOPE
Q0SPY0 3MGH_CLOPS
Q896H4 3MGH_CLOTE
Q8FUA2 3MGH_COREF
A4QAA8 3MGH_CORGB
Q8NU33 3MGH_CORGL
Q4JYA4 3MGH_CORJK
Q6A5L3 3MGH_CUTAK
Q11UN5 3MGH_CYTH3
Q1IXS9 3MGH_DEIGD
Q9RSQ0 3MGH_DEIRA
Q24R48 3MGH_DESHY
A4J510 3MGH_DESRM
Q3YR73 3MGH_EHRCJ
Q2GHI5 3MGH_EHRCR
Q5FG73 3MGH_EHRRG
Q93FQ6 3MGH_EHRRU
Q5HAG4 3MGH_EHRRW
Q833H5 3MGH_ENTFA
Q2J868 3MGH_FRACC
Q14IG1 3MGH_FRAT1
A7NBW2 3MGH_FRATF
Q2A3P9 3MGH_FRATH
Q0BM56 3MGH_FRATO
Q5NH09 3MGH_FRATT
A4IY77 3MGH_FRATW
Q7NHP4 3MGH_GLOVI
Q0BR48 3MGH_GRABC
A9B1N9 3MGH_HERA2
Q1IHD8 3MGH_KORVE
Q5FMR0 3MGH_LACAC
Q1G7S0 3MGH_LACDA
Q04CJ7 3MGH_LACDB
A8YWM6 3MGH_LACH4
Q74LU5 3MGH_LACJO
Q88VP8 3MGH_LACPL
Q38Y85 3MGH_LACSS
Q5X6N6 3MGH_LEGPA
A5IG48 3MGH_LEGPC
Q5ZX66 3MGH_LEGPH
Q5WY41 3MGH_LEGPL
Q6AGC6 3MGH_LEIXX
Q92D89 3MGH_LISIN
C1L1K0 3MGH_LISMC
Q721N6 3MGH_LISMF
B8DEK7 3MGH_LISMH
P58621 3MGH_LISMO
A0AH42 3MGH_LISW6
Q0W5C8 3MGH_METAR
B3DVC8 3MGH_METI4
A3CTY6 3MGH_METMJ
P65413 3MGH_MYCBO
A1KJA4 3MGH_MYCBP
C1ANW0 3MGH_MYCBT
Q9EUU9 3MGH_MYCFO
B8ZRG8 3MGH_MYCLB
O05678 3MGH_MYCLE
Q740F6 3MGH_MYCPA
A1UH86 3MGH_MYCSK
Q1B7S1 3MGH_MYCSS
A5U346 3MGH_MYCTA
P9WJP6 3MGH_MYCTO
P9WJP7 3MGH_MYCTU
Q1CYD8 3MGH_MYXXD
B2A7A8 3MGH_NATTJ
Q1QMA3 3MGH_NITHX
Q2Y9K4 3MGH_NITMU
Q3JEY0 3MGH_NITOC
Q3SSP2 3MGH_NITWN
Q5YYA5 3MGH_NOCFA
Q8ETG4 3MGH_OCEIH
B2JS24 3MGH_PARP8
B2TCB2 3MGH_PARPJ
Q13NQ1 3MGH_PARXL
Q3B622 3MGH_PELLD
B4S4K5 3MGH_PROA2
Q48DL2 3MGH_PSE14
B7V8A3 3MGH_PSEA8
Q02SH7 3MGH_PSEAB
Q9HX17 3MGH_PSEAE
Q3K692 3MGH_PSEPF
Q87VV5 3MGH_PSESM
Q4ZN72 3MGH_PSEU2
Q1QEF7 3MGH_PSYCK
Q2K4W8 3MGH_RHIEC
Q1MCQ8 3MGH_RHIL3
Q98DR6 3MGH_RHILO
Q92TT1 3MGH_RHIME
Q7UG12 3MGH_RHOBA
Q0SI65 3MGH_RHOJR
Q2IW19 3MGH_RHOP2
Q6N6M8 3MGH_RHOPA
Q214R5 3MGH_RHOPB
Q137C7 3MGH_RHOPS
Q3J3U4 3MGH_RHOS4
C3PN66 3MGH_RICAE
A8GX84 3MGH_RICB8
Q1RJJ3 3MGH_RICBR
Q92IE0 3MGH_RICCN
Q4UM12 3MGH_RICFE
Q9ZDH7 3MGH_RICPR
C4K2P9 3MGH_RICPU
B0BX67 3MGH_RICRO
A8GRR0 3MGH_RICRS
Q68X22 3MGH_RICTY
Q1AWF5 3MGH_RUBXD
Q2S2B5 3MGH_SALRD
Q4LBY8 3MGH_SODGL
A7X5V7 3MGH_STAA1
A6U471 3MGH_STAA2
Q2FEF3 3MGH_STAA3
Q2FVS1 3MGH_STAA8
A5IVC5 3MGH_STAA9
Q2YYZ2 3MGH_STAAB
Q5HDL2 3MGH_STAAC
A6QJI5 3MGH_STAAE
P65414 3MGH_STAAM
P65415 3MGH_STAAN
Q6GE90 3MGH_STAAR
Q6G6X6 3MGH_STAAS
A8Z534 3MGH_STAAT
P65416 3MGH_STAAW
B9DLR4 3MGH_STACT
Q5HLQ3 3MGH_STAEQ
Q8CRC1 3MGH_STAES
Q4L8K2 3MGH_STAHJ
Q49ZR8 3MGH_STAS1
Q829C5 3MGH_STRAW
Q9S208 3MGH_STRCO
B1W1Y7 3MGH_STRGG
Q31QG8 3MGH_SYNE7
Q2JXG4 3MGH_SYNJA
Q2JI31 3MGH_SYNJB
Q5N3S0 3MGH_SYNP6
Q0ID97 3MGH_SYNS3
Q113S1 3MGH_TRIEI
Q73G53 3MGH_WOLPM
B3CM56 3MGH_WOLPP
Q5GT31 3MGH_WOLTR
Q8PJT1 3MGH_XANAC
Q3BSA6 3MGH_XANC5
Q4UVR0 3MGH_XANC8
B0RRX4 3MGH_XANCB
Q8P8C7 3MGH_XANCP
Q39147 3MG_ARATH
Q8SQI1 3MG_ENCCU
P29372 3MG_HUMAN
Q04841 3MG_MOUSE
P23571 3MG_RAT
Q5XF51 3MMP_ARATH
A7X3S0 3NB2_TRIBI
A7X3S2 3NB3_TRIBI
A7X3V0 3NB4_TELDH
P0C603 3NBA_BOIDE
A0S864 3NBA_BOIIR
A0S865 3NBB_BOIIR
P83490 3NBB_COERA
Q06ZW0 3NB_BOIDE
C0HJD3 3NB_OXYFU
Q8AY51 3NO21_BUNCA
Q9YGI2 3NO21_NAJAT
C0HJW9 3NO21_NAJKA
Q8AY50 3NO22_BUNCA
C6JUP2 3NO22_MICCO
Q9YGI4 3NO22_NAJAT
Q8AY49 3NO23_BUNCA
Q9YGI1 3NO23_NAJAT
Q6IZ95 3NO24_BUNCA
Q2VBN2 3NO24_OPHHA
P29179 3NO25_NAJNA
O42255 3NO25_NAJSP
C1IC49 3NO25_WALAE
P29180 3NO26_NAJNA
O42256 3NO26_NAJSP
P29181 3NO27_NAJNA
A2CKF6 3NO28_BUNFA
P29182 3NO28_NAJNA
Q802B3 3NO28_NAJSP
P25679 3NO29_NAJKA
Q9W7I3 3NO29_NAJSP
P25680 3NO2A_NAJNI
Q802B2 3NO2A_NAJSP
P01401 3NO2B_NAJHH
P01400 3NO2B_NAJME
P01399 3NO2D_NAJHA
O93422 3NO2H_NAJAT
P60814 3NO2I_NAJAT
P0DSM9 3NO2N_NAJKA
A2CKF7 3NO2_BUNFA
P82935 3NO2_NAJKA
P85520 3NO2_NAJOX
Q53B61 3NO2_OPHHA
Q70WS8 3NO41_BUNMU
P58370 3NO48_MICCO
P15818 3NO4H_BUNMU
P81783 3NO4_BUNCA
Q9YGH9 3NO52_BUNMU
O12963 3NO56_BUNMU
Q9YGJ0 3NO5I_BUNMU
Q9YGH0 3NOH3_BUNMU
Q8JFX7 3NOHE_BUNMU
Q9PW19 3NOH_BUNMU
P25682 3NOJ6_DENJA
P81782 3NOJ_BUNCA
C0HJT4 3NOJ_DENAN
C0HKZ8 3NOJ_WALAE
A7X3M9 3NX1_ERYPO
A7X3R6 3NX1_LEIMD
C0HJR1 3NX1_MICMP
A7X3M3 3NX1_PSAMO
C0HJR2 3NX2_MICMP
P86096 3NX2_MICSU
A5X2W8 3NX3_SISCA
A7X6J0 3NX4_DISTY
P86423 3NX4_MICFR
P86098 3NX4_MICSU
P86424 3NX5_MICFR
P86099 3NX5_MICSU
A7X6I4 3NX5_THRJA
P71864 3O1D1_MYCTU
Q7D5C1 3O1D2_MYCTO
Q06401 3O1D_COMTE
A0R4S9 3O1D_MYCS2
Q04616 3O1D_RHOOP
A9KM56 3OAGR_LACP7
P30871 3PASE_ECOLI
P45267 3PASE_HAEIN
A3DIJ8 3PASE_HUNT2
Q82UI9 3PASE_NITEU
P01419 3S110_DENJA
Q7T2I1 3S110_LATLA
Q8UW27 3S116_HYDHA
P01412 3S11A_OPHHA
C0HJI9 3S11B_BUNFA
Q69CJ8 3S11H_OPHHA
P01434 3S11_ACAAN
P32879 3S11_AIPLA
A8S6A4 3S11_AUSSU
P10808 3S11_BUNFA
A8HDJ7 3S11_CRYNI
A6MFK6 3S11_DEMVE
P01417 3S11_DENJA
P01416 3S11_DENPO
P01418 3S11_DENVI
P01425 3S11_HEMHA
A8HDJ9 3S11_HOPST
P25494 3S11_HYDCY
P68416 3S11_HYDHA
P01437 3S11_HYDLA
P68413 3S11_HYDOR
Q5UFR8 3S11_HYDPR
P68415 3S11_HYDSC
P68412 3S11_HYDST
Q9YGC2 3S11_LATLA
P86420 3S11_MICFR
K9MCH1 3S11_MICLL
P80548 3S11_MICNI
P86095 3S11_MICSU
P34075 3S11_NAJAN
P34076 3S11_NAJCH
P68417 3S11_NAJHA
P68418 3S11_NAJHH
P01424 3S11_NAJME
P01431 3S11_NAJMO
P68419 3S11_NAJNI
P01427 3S11_NAJOX
P01426 3S11_NAJPA
P60773 3S11_NAJPH
P60774 3S11_NAJSA
A8HDK0 3S11_NOTSC
Q45Z11 3S11_OXYSC
P25497 3S11_PSEAU
A8HDJ4 3S11_PSEPO
A8HDJ5 3S11_TROCA
F8J2G3 3S12A_DRYCN
P0CAR4 3S12B_MICPY
P19959 3S12_AIPLA
A8HDJ8 3S12_CRYNI
P01433 3S12_HEMHA
P62376 3S12_HYDCY
Q8UW26 3S12_HYDHA
Q5UFR7 3S12_HYDPR
P10457 3S12_LATCO
Q9YGW9 3S12_LATLA
P01422 3S12_NAJHA
P25675 3S12_NAJHH
P01423 3S12_NAJNI
P0CB06 3S12_OXYSC
A8HDJ6 3S12_TROCA
F8J2G5 3S134_DRYCN
P19958 3S13_AIPLA
Q9YGC4 3S13_LATLA
P86422 3S13_MICFR
P86097 3S13_MICSU
P01420 3S13_NAJHA
P01432 3S13_NAJMO
Q9PSN6 3S13_NAJSP
A7X4R5 3S13_OXYMI
C1IC47 3S13_WALAE
P19960 3S14_AIPLA
Q9YGX0 3S14_LATCO
Q9YGW8 3S14_LATLA
P01421 3S14_NAJHA
A7X4S0 3S14_OXYMI
C1IC48 3S14_WALAE
F5CPD5 3S151_MICAT
F5CPD6 3S152_MICAT
F5CPD7 3S154_MICAT
F5CPD8 3S157_MICAT
F5CPD9 3S158_MICAT
P62389 3S15_HYDSC
Q9YGC7 3S15_LATCO
P60772 3S15_NAJSP
F5CPE4 3S166_MICAT
P86425 3S16_MICFR
Q9YGJ6 3S1A1_NAJSP
Q9YGJ5 3S1A2_NAJSP
O57326 3S1A3_NAJSP
O57327 3S1A4_NAJSP
P62388 3S1A_HYDPL
P0CG02 3S1A_HYDTO
P25495 3S1A_LATCR
P14613 3S1B1_NAJKA
P82849 3S1B2_NAJKA
P25496 3S1B_LATCR
P10459 3S1B_LATLA
P59275 3S1B_NAJKA
P60770 3S1CB_NAJAT
P60771 3S1CB_NAJKA
Q9PTT0 3S1CB_NAJNA
P80958 3S1CC_NAJAT
P10455 3S1C_LATCO
P10458 3S1C_LATCR
P10460 3S1C_LATLA
P59276 3S1C_NAJKA
P0CAR1 3S1D1_MICPY
P10456 3S1D_LATCO
P0CAR3 3S1E1_MICPY
P0CAR5 3S1E3_MICPY
P60775 3S1EA_LATSE
Q90VW1 3S1EB_LATSE
Q7T2I5 3S1EC_LATSE
Q9YGX1 3S1ED_LATSE
P0C555 3S1RI_BUNFA
Q9W7K2 3S31_PSETE
Q9W7K1 3S32_PSETE
P59072 3S331_PSETE
P59073 3S332_PSETE
Q9W7K0 3S33_PSETE
Q9W7J9 3S34_PSETE
Q9W7J7 3S36_PSETE
Q9W7J6 3S37_PSETE
A8HDK1 3S38_PSETE
Q02454 3SA0_NAJSP
P0DMV6 3SA12_DABRR
Q98957 3SA1A_NAJAT
Q98956 3SA1B_NAJAT
P79810 3SA1C_NAJAT
Q98958 3SA1D_NAJAT
P85429 3SA1F_NAJAT
P0C5H4 3SA1_DABRR
P60304 3SA1_NAJAT
P01455 3SA1_NAJHA
P0CH80 3SA1_NAJKA
P01448 3SA1_NAJME
P01467 3SA1_NAJMO
P01447 3SA1_NAJNA
P01456 3SA1_NAJNI
P01451 3SA1_NAJOX
P01468 3SA1_NAJPA
O93471 3SA1_NAJSP
P86538 3SA2A_NAJNA
Q9PST4 3SA2A_NAJSP
Q9PST3 3SA2B_NAJSP
O93472 3SA2C_NAJSP
P01442 3SA2_NAJAT
P01462 3SA2_NAJHA
Q9DGH9 3SA2_NAJKA
P01469 3SA2_NAJMO
P01440 3SA2_NAJNA
P01463 3SA2_NAJNI
P01441 3SA2_NAJOX
Q98959 3SA3A_NAJAT
P86539 3SA3A_NAJNA
Q98960 3SA3B_NAJAT
Q98962 3SA3D_NAJAT
P60301 3SA3_NAJAT
P01459 3SA3_NAJHA
P01446 3SA3_NAJKA
P01470 3SA3_NAJMO
P24780 3SA3_NAJNA
P01458 3SA3_NAJNI
P60302 3SA3_NAJSP
O93473 3SA4A_NAJSP
O73856 3SA4B_NAJSP
Q9W6W9 3SA4N_NAJAT
P01443 3SA4_NAJAT
P01461 3SA4_NAJHA
P60303 3SA4_NAJKA
P01452 3SA4_NAJMO
O73857 3SA5A_NAJSP
P60310 3SA5B_NAJSP
Q98961 3SA5_NAJAT
P01464 3SA5_NAJHA
P01457 3SA5_NAJHH
P24779 3SA5_NAJKA
P25517 3SA5_NAJMO
Q9PS34 3SA5_NAJOX
Q98965 3SA6_NAJAT
P01465 3SA6_NAJHA
O73858 3SA6_NAJSP
P01445 3SA7A_NAJKA
P01466 3SA7_NAJHA
P86382 3SA7_NAJNA
O73859 3SA7_NAJSP
P49123 3SA8A_NAJAT
Q91124 3SA8B_NAJAT
P01460 3SA8_NAJHA
P60305 3SA8_NAJKA
P86540 3SA8_NAJNA
P01454 3SA9_NAJHA
A0A0U5AUY6 3SA9_NAJNA
Q9W6W6 3SAA_NAJAT
P01453 3SAA_NAJHA
P86541 3SAA_NAJNA
P60311 3SAC3_NAJSP
P60306 3SADB_NAJAT
P60307 3SAFA_NAJAT
P60308 3SAFC_NAJAT
P60309 3SAFD_NAJAT
P0C944 3SAG_NAJAT
P80245 3SAN_NAJAT
P0DSN1 3SAN_NAJNG
Q91135 3SAPF_NAJAT
P83345 3SAS_NAJSG
Q91136 3SATF_NAJAT
P07525 3SAT_NAJAT
B3EWR3 3SAW_NAJNA
P01471 3SB1_HEMHA
P24776 3SB2_HEMHA
P24777 3SB3_HEMHA
P0DQH3 3SBA_HEMHA
P0DQH4 3SBB_HEMHA
B3EWH9 3SBH_HEMHA
Q2VBN5 3SDC1_OPHHA
Q2VBN4 3SDC3_OPHHA
Q2VBN7 3SDC4_OPHHA
Q53B46 3SDC5_OPHHA
Q69CK0 3SDC7_OPHHA
Q2VBN8 3SDC9_OPHHA
P0C1Y9 3SE1_DENAN
P0C1Z0 3SE2_DENAN
P25681 3SEC_DENPO
Q9PS08 3SE_DENAN
P07046 3SHD_NEUCR
P60234 3SI12_DENAN
P60235 3SI13_DENAN
P60236 3SI14_DENAN
P85092 3SI1A_DENAN
P86419 3SI1B_DENAN
Q53B49 3SI35_OPHHA
P25518 3SI3_DENPO
P81030 3SIM1_DENAN
P18328 3SIM2_DENAN
P81031 3SIM3_DENAN
Q9PSN1 3SIM4_DENAN
Q2VBN1 3SIM6_OPHHA
Q8QGR0 3SIM7_DENAN
Q2VBN0 3SIM8_OPHHA
P80494 3SIMA_DENPO
P80495 3SIMB_DENPO
P01410 3SIY1_DENAN
P01411 3SIY2_DENAN
P01408 3SIY3_DENAN
P01409 3SIY4_DENAN
P17696 3SIYL_DENAN
P01407 3SIY_DENJA
P25684 3SL2_DENAN
P01414 3SL2_DENPO
P25683 3SL8_DENJA
P22947 3SLS_DENPO
